CIK,IRS_NUMBER,CONFORMED_NAME,MinOfFILING_DATE,FORMER_CONFORMED_NAME,FORMER_NAME_CHANGED,ASSIGNED_SIC,I_COUNTRY,I_STPR,B_STREET,B_STREET1,B_STREET2,B_CITY,B_STPR,B_POSTAL,B_COUNTRY,B_PHONE,M_STREET,M_STREET1,M_STREET2,M_CITY,M_STPR,M_POSTAL,M_COUNTRY
"25743,870233535,""THERAPEUTICSMD, INC."",20130924,""AMHN, INC."",20090930,2834,US,NV,6800 BROKEN SOUND PARKWAY NW THIRD FLOOR,6800 BROKEN SOUND PARKWAY NW,THIRD FLOOR,BOCA RATON,FL,33487,US,561-961-1911,6800 BROKEN SOUND PARKWAY NW THIRD FLOOR,6800 BROKEN SOUND PARKWAY NW,THIRD FLOOR,BOCA RATON,FL,33487,US"
"25770,411233403,""CRONIN & CO., INC."",20140718,CRONIN & CO INC                                         /BD,20000101,,US,MN,800 NICOLLET MALL SUITE 2520 ,800 NICOLLET MALL SUITE 2520,,MINNEAPOLIS,MN,55402,US,612-339-8561,800 NICOLLET MALL #2520 ,800 NICOLLET MALL #2520,,MINNEAPOLIS,MN,55402,US"
25793,50126220,COSTA INC,20131105,CROSS A T CO,19920703,3950,US,RI,24 ALBION ROAD SUITE 330,24 ALBION ROAD,SUITE 330,LINCOLN,RI,2865,US,4013353400,24 ALBION ROAD SUITE 330,24 ALBION ROAD,SUITE 330,LINCOLN,RI,2865,US
"25867,950660510,""CROWELL, WEEDON & CO."",20090730,CROWELL WEEDON & CO                                     /BD,20020503,,US,CA,624 SOUTH GRAND AVENUE ,624 SOUTH GRAND AVENUE,,LOS ANGELES,CA,90017,US,(213) 620-18,P.O. BOX 54843 624 SO. GRAND AVE. SUITE 2510,P.O. BOX 54843,624 SO. GRAND AVE. SUITE 2510,LOS ANGELES,CA,90054-0843,US"
25890,231526444,CROWN CORK & SEAL CO INC,20110824,,,3411,US,PA,ONE CROWN WAY ,ONE CROWN WAY,,PHILADELPHIA,PA,19154,US,2156985100, ,,,,,,
25895,580678148,CROWN CRAFTS INC,20080611,,,2211,US,DE,916 SOUTH BURNSIDE AVENUE ,916 SOUTH BURNSIDE AVENUE,,GONZALES,LA,70737,US,225-647-9100,PO BOX 1028 ,PO BOX 1028,,GONZALES,LA,70707,US
"26035,0,CS CAPITAL CORP,20100405,MIDCONTINENTAL INVESTMENTS CORP,19740117,,US,CO,""8301 E. PRENTICE AVENUE, SUITE 400 "",""8301 E. PRENTICE AVENUE, SUITE 400"",,GREENWOOD VILLAGE,CO,80111,US,303-740-7600,""8301 E. PRENTICE AVENUE, SUITE 400 "",""8301 E. PRENTICE AVENUE, SUITE 400"",,GREENWOOD VILLAGE,CO,80111,US"
26037,751533454,CAPITAL SOUTHWEST VENTURE CORP,20141202,CSC CAPITAL CORP,19840731,,US,NV,5400 LYNDON B. JOHNSON FREEWAY SUITE 1300,5400 LYNDON B. JOHNSON FREEWAY,SUITE 1300,DALLAS,TX,75240,US,214-233-8242,5400 LYNDON B. JOHNSON FREEWAY SUITE 1300,5400 LYNDON B. JOHNSON FREEWAY,SUITE 1300,DALLAS,TX,75240,US
26049,42486260,FIRST LEXINGTON CAPITAL CORP                            /ADV,20100511,TBS CAPITAL INC                                         /ADV,19880328,,US,MA,76 BEDFORD ST STE 34 ,76 BEDFORD ST STE 34,,LEXINGTON,MA,02420-4441,US,7818617595, ,,,,,,
26058,350225010,CTS CORP,20120330,,,3672,US,IN,905 WEST BOULEVARD NORTH ,905 WEST BOULEVARD NORTH,,ELKHART,IN,46514,US,5745233800,905 W BLVD NORTH ,905 W BLVD NORTH,,ELKHART,IN,46514,US
26076,951678055,CUBIC CORP /DE/,20080623,,,3829,US,DE,9333 BALBOA AVE ,9333 BALBOA AVE,,SAN DIEGO,CA,92123,US,858 623-0489,PO BOX 85587 ,PO BOX 85587,,SAN DIEGO,CA,92186-5587,US
26172,350257090,CUMMINS INC,20080602,CUMMINS ENGINE CO INC,19920703,3510,US,IN,500 JACKSON ST BOX 3005 MAIL CODE 60207,500 JACKSON ST,BOX 3005 MAIL CODE 60207,COLUMBUS,IN,47202-3005,US,8123773842,BOX 3005 MAIL CODE 60207 500,BOX 3005 MAIL CODE 60207,500,COLUMBUS,IN,47202-3005,US
"26215,231953212,CAVU SECURITIES LLC,20140318,""POINT CAPITAL MARKETS, LLC"",20140102,,US,DE,420 LEXINGTON AVE SUITE 3030,420 LEXINGTON AVE,SUITE 3030,NEW YORK,NY,10170,US,646-434-1071,420 LEXINGTON AVE SUITE 3030,420 LEXINGTON AVE,SUITE 3030,NEW YORK,NY,10170,US"
26262,741790026,JOHN HANCOCK CURRENT INTEREST,20110301,HANCOCK JOHN CURRENT INTEREST,19941227,,US,MA,601 CONGRESS STREET ,601 CONGRESS STREET,,BOSTON,MA,2210,US,617-663-3000,C/O JOHN HANCOCK FUNDS 601 CONGRESS STREET,C/O JOHN HANCOCK FUNDS,601 CONGRESS STREET,BOSTON,MA,2210,US
26324,130612970,CURTISS WRIGHT CORP,20140321,,,3590,US,DE,13925 BALLANTYNE CORPORATE PLACE SUITE 400,13925 BALLANTYNE CORPORATE PLACE,SUITE 400,CHARLOTTE,NC,28277,US,7048694602,13925 BALLANTYNE CORPORATE PLACE SUITE 400,13925 BALLANTYNE CORPORATE PLACE,SUITE 400,CHARLOTTE,NC,28277,US
"26537,381873250,""ARGON ST, INC."",20090623,SENSYTECH INC,20000118,3829,US,DE,12701 FAIR LAKES CIRCLE ,12701 FAIR LAKES CIRCLE,,FAIRFAX,VA,22033,US,(703)332-088,12701 FAIR LAKES CIRCLE ,12701 FAIR LAKES CIRCLE,,FAIRFAX,VA,22033,US"
26617,135680329,DAIWA CAPITAL MARKETS AMERICA INC.,20140604,DAIWA SECURITIES AMERICA INC.,20020207,,US,NY,FINANCIAL SQUARE 32 OLD SLIP,FINANCIAL SQUARE,32 OLD SLIP,NEW YORK,NY,10005-3538,US,212-612-6151,FINANCIAL SQUARE 32 OLD SLIP,FINANCIAL SQUARE,32 OLD SLIP,NEW YORK,NY,10005-3538,US
26780,261531856,DANA HOLDING CORP,20091008,DANA CORP,19920703,3714,US,DE,3939 TECHNOLOGY DRIVE ,3939 TECHNOLOGY DRIVE,,MAUMEE,OH,43537,US,419-887-3000,PO BOX 1000 ,PO BOX 1000,,MAUMEE,OH,43537,US
26820,150327010,PHOENIX FOOTWEAR GROUP INC,20081112,GREEN DANIEL CO,19920703,3140,US,DE,5840 EL CAMINO REAL SUITE 106,5840 EL CAMINO REAL,SUITE 106,CARLSBAD,CA,92008,US,760-602-9688,5840 EL CAMINO REAL SUITE 106,5840 EL CAMINO REAL,SUITE 106,CARLSBAD,CA,92008,US
26940,951455570,DART INDUSTRIES INC,20130301,REXALL DRUG & CHEMICAL CO,19690602,3089,US,DE,2211 SANDERS RD ,2211 SANDERS RD,,NORTHBROOK,IL,60062,US,3124988000, ,,,,,,
"26944,382101452,""DART, PAPESH & COMPANY, INCORPORATED"",20091127,DART PAPESH & CO INC                                    /BD,20000101,,US,MI,4572 S. HAGADORN ROAD SUITE 2-C,4572 S. HAGADORN ROAD,SUITE 2-C,EAST LANSING,MI,48823-5385,US,(517) 333-43,4572 S. HAGADORN ROAD SUITE 2-C,4572 S. HAGADORN ROAD,SUITE 2-C,EAST LANSING,MI,48823-5385,US"
26952,132682784,DARWOOD ASSOCIATES INCORPORATED,20090325,DARWOOD ASSOCIATES INC                                  /BD,20020306,,US,NY,284 U.S. HIGHWAY 206 UNIT D3,284 U.S. HIGHWAY 206,UNIT D3,HILLSBOROUGH,NJ,8844,US,908-874-3600,284 U.S. HIGHWAY 206 UNIT D3,284 U.S. HIGHWAY 206,UNIT D3,HILLSBOROUGH,NJ,8844,US
27048,430912731,DST SYSTEMS INC                                         /TA,20090115,DST INC,19841016,,,,210 W 10TH ST ,210 W 10TH ST,,KANSAS CITY,MO,64105,US,8164351000,333 WEST 11TH STREET 5TH FLOOR ATTN LEGAL DEPT,333 WEST 11TH STREET 5TH FLOOR,ATTN LEGAL DEPT,KANSAS CITY,MO,64105,US
27093,221831409,DATARAM CORP,20080604,,,3572,US,NJ,P O BOX 7528 ,P O BOX 7528,,PRINCETON,NJ,8543,US,6097990071,PO BOX 7528 ,PO BOX 7528,,PRINCETON,NJ,08543-7528,US
27096,132529596,DATASCOPE CORP,20080605,,,3845,US,DE,14 PHILLIPS PKWY ,14 PHILLIPS PKWY,,MONTVALE,NJ,07645-9998,US,2013918100,14 PHILIPS PARKWAY ,14 PHILIPS PARKWAY,,MONTVALE,NJ,7645,US
"27123,930152194,""DAUGHERTY, COLE INC."",20081212,DAUGHERTY COLE INC                                      /BD,20000101,,US,OR,""25195 SW PARKWAY AVENUE, SUITE 100 "",""25195 SW PARKWAY AVENUE, SUITE 100"",,WILSONVILLE,OR,97070-9651,US,503-582-9977,""25195 SW PARKWAY AVENUE, SUITE 100 SUITE 210"",""25195 SW PARKWAY AVENUE, SUITE 100"",SUITE 210,WILSONVILLE,OR,97070,US"
27135,541835842,DAVENPORT & COMPANY LLC,20090318,DAVENPORT & CO LLC                                      /BD,20020320,,US,VA,ONE JAMES CENTER 901 E. CARY STREET,ONE JAMES CENTER,901 E. CARY STREET,RICHMOND,VA,23219,US,804-780-2144,P.O. BOX 85678 ,P.O. BOX 85678,,RICHMOND,VA,23285-5678,US
"27148,751328130,""SHARE FINANCIAL SERVICES, INC."",20081210,RSI FINANCIAL SERVICES INC                              /BD,20000801,,US,TX,""15770 DALLAS PARKWAY, SUITE 860 "",""15770 DALLAS PARKWAY, SUITE 860"",,DALLAS,TX,75248,US,972 450-6305,""15770 DALLAS PARKWAY, SUITE 860 "",""15770 DALLAS PARKWAY, SUITE 860"",,DALLAS,TX,75248,US"
27182,810139474,D.A. DAVIDSON & CO.,20081212,D A DAVIDSON & CO                                       /BD,20020308,,US,MT,8 THIRD STREET NORTH ,8 THIRD STREET NORTH,,GREAT FALLS,MT,59401-3104,US,406-727-4200,P.O. BOX 5015 ,P.O. BOX 5015,,GREAT FALLS,MT,59403-5015,US
27224,370608721,C. R. DAVIS & COMPANY,20090316,DAVIS CR & CO,20020129,,,,939 CLOCKTOWER DRIVE SUITE A,939 CLOCKTOWER DRIVE,SUITE A,SPRINGFIELD,IL,62704-1303,US,217-793-0733,939 CLOCKTOWER DRIVE SUITE A,939 CLOCKTOWER DRIVE,SUITE A,SPRINGFIELD,IL,62704-1303,US
"27313,135533010,""SHELBY CULLOM DAVIS & CO., L.P."",20140321,SHELBY CULLOM DAVIS & CO L P,19980706,,US,NY,620 5TH AVENUE 2ND FLOOR,620 5TH AVENUE,2ND FLOOR,NEW YORK,NY,10020,US,212-891-5508,620 5TH AVENUE 2ND FLOOR,620 5TH AVENUE,2ND FLOOR,NEW YORK,NY,10020,US"
27367,132682108,DAXOR CORP,20080731,IDANT CORP,19730823,3841,US,NY,350 FIFTH AVENUE SUITE 7120,350 FIFTH AVENUE,SUITE 7120,NEW YORK,NY,10118,US,2122440555,350 5TH AVENUE SUITE 7120,350 5TH AVENUE,SUITE 7120,NEW YORK,NY,10118,US
27419,410215170,TARGET CORP,20080602,DAYTON HUDSON CORP,19920703,5331,US,MN,1000 NICOLLET MALL ,1000 NICOLLET MALL,,MINNEAPOLIS,MN,55403,US,6123046073,1000 NICOLLET MALL ,1000 NICOLLET MALL,,MINNEAPOLIS,MN,55403,US
27430,310258470,DAYTON POWER & LIGHT CO,20080701,,,4931,US,OH,1065 WOODMAN DRIVE ,1065 WOODMAN DRIVE,,DAYTON,OH,45432,US,9372246000,1065 WOODMAN DRIVE ,1065 WOODMAN DRIVE,,DAYTON,OH,45432,US
27448,131934411,DC TRADING & DEVELOPMENT CORP,20131104,DC TRANSIT SYSTEM INC,19790531,6510,US,DE,1655 N FORT MEYER DR ,1655 N FORT MEYER DR,,ARLINGTON,VA,,US,7038164400, ,,,,,,
27500,390318390,DEAN HOLDING CO,20110616,DEAN FOODS CO,19920703,2020,US,WI,2515 MCKINNEY AVE SUITE 1200,2515 MCKINNEY AVE,SUITE 1200,DALLAS,TX,75201,US,214-303-3400,2515 MCKINNEY AVE SUITE 1200,2515 MCKINNEY AVE,SUITE 1200,DALLAS,TX,75201,US
27574,232448660,DELAWARE GROUP EQUITY FUNDS II,20090130,DELAWARE GROUP EQUITY FUNDS II INC,19970730,,,,ONE COMMERCE SQUARE 2005 MARKET STREET,ONE COMMERCE SQUARE,2005 MARKET STREET,PHILADELPHIA,PA,19103,US,18005231918,ONE COMMERCE SQUARE 2005 MARKET STREET,ONE COMMERCE SQUARE,2005 MARKET STREET,PHILADELPHIA,PA,19103,US
27613,251001433,DECORATOR INDUSTRIES INC,20080812,,,2390,US,PA,10011 PINES BLVD SUITE 201 ,10011 PINES BLVD SUITE 201,,PEMBROKE PINES,FL,33024,US,3054368909, ,,,,,,
27673,362386361,DEERE JOHN CAPITAL CORP,20080813,DEERE JOHN CREDIT CO,19890130,6153,US,DE,1 EAST FIRST STREET SUITE 600,1 EAST FIRST STREET,SUITE 600,RENO,NV,89501,US,(702) 786-55,ONE JOHN DEERE PLACE ,ONE JOHN DEERE PLACE,,MOLINE,IL,61265-8098,US
"27748,131784308,DGT HOLDINGS CORPORATION,20120817,DEL GLOBAL TECHNOLOGIES CORP,19960321,3679,US,NY,""C/O STEEL PARTNERS HOLDINGS L.P. 590 MADISON AVENUE, 32ND FLOOR"",C/O STEEL PARTNERS HOLDINGS L.P.,""590 MADISON AVENUE, 32ND FLOOR"",NEW YORK,NY,10022,US,212-520-2300,""C/O STEEL PARTNERS HOLDINGS L.P. 590 MADISON AVENUE, 32ND FLOOR"",C/O STEEL PARTNERS HOLDINGS L.P.,""590 MADISON AVENUE, 32ND FLOOR"",NEW YORK,NY,10022,US"
27801,261651457,DELAWARE GROUP EQUITY FUNDS I,20090227,DELAWARE GROUP EQUITY FUNDS I INC,19970604,,,,ONE COMMERCE SQUARE 2005 MARKET STREET,ONE COMMERCE SQUARE,2005 MARKET STREET,PHILADELPHIA,PA,19103,US,18005231918,ONE COMMERCE SQUARE 2005 MARKET STREET,ONE COMMERCE SQUARE,2005 MARKET STREET,PHILADELPHIA,PA,19103,US
27803,390334430,P&H MINING EQUIPMENT INC.,20111006,HARNISCHFEGER CORP /DE/,19920703,3532,US,DE,100 EAST WISCONSIN AVENUE SUITE 2780 ,100 EAST WISCONSIN AVENUE SUITE 2780,,MILWAUKEE,WI,53202,US,4143198511,100 EAST WISCONSIN AVENUE SUITE 2780 ,100 EAST WISCONSIN AVENUE SUITE 2780,,MILWAUKEE,WI,53202,US
27825,232869117,DELAWARE GROUP INCOME FUNDS,20090203,DELAWARE GROUP INCOME FUNDS INC,19961202,,,,ONE COMMERCE SQUARE 2005 MARKET STREET,ONE COMMERCE SQUARE,2005 MARKET STREET,PHILADELPHIA,PA,19103,US,18005231918,ONE COMMERCE SQUARE 2005 MARKET STREET,ONE COMMERCE SQUARE,2005 MARKET STREET,PHILADELPHIA,PA,19103,US
27850,112196303,BANKERS STORE INC,20080618,MARITIME TRANSPORT & TECHNOLOGY INC,19980501,5700,US,NY,1535 MEMPHIS JUNCTION RD ,1535 MEMPHIS JUNCTION RD,,BOWLING GREEN,KY,42101,US,5027818453,1535 MEMPHIS JUNCTION RD ,1535 MEMPHIS JUNCTION RD,,BOWLING GREEN,KY,42101,US
27879,510084283,DELMARVA POWER & LIGHT CO /DE/,20080811,,,4931,US,DE,800 KING ST PO BOX 231,800 KING ST,PO BOX 231,WILMINGTON,DE,19899,US,3024293114,800 KING ST P O BOX 231,800 KING ST,P O BOX 231,WILMINGTON,DE,19899,US
27904,580218548,DELTA AIR LINES INC /DE/,20080606,DELTA AIR CORP,19660908,4512,US,DE,HARTSFIELD ATLANTA INTL AIRPORT 1030 DELTA BLVD,HARTSFIELD ATLANTA INTL AIRPORT,1030 DELTA BLVD,ATLANTA,GA,30354-1989,US,4047152600,P.O. BOX 20706 DEPT 981,P.O. BOX 20706,DEPT 981,ATLANTA,GA,30320-6001,US
27937,510106828,DELAWARE GROUP EQUITY FUNDS III,20090225,DELAWARE GROUP EQUITY FUNDS III INC,19970909,,US,DE,ONE COMMERCE SQUARE 2005 MARKET STREET,ONE COMMERCE SQUARE,2005 MARKET STREET,PHILADELPHIA,PA,19103,US,18005231918,ONE COMMERCE SQUARE 2005 MARKET STREET,ONE COMMERCE SQUARE,2005 MARKET STREET,PHILADELPHIA,PA,19103,US
27960,132599131,QSGI INC.,20100720,WINDSORTECH INC,20020205,7389,US,DE,400 ROYAL PALM WAY SUITE 302,400 ROYAL PALM WAY,SUITE 302,PALM BEACH,FL,33480,US,561-629-5713,400 ROYAL PALM WAY SUITE 302,400 ROYAL PALM WAY,SUITE 302,PALM BEACH,FL,33480,US
27996,410216800,DELUXE CORP,20080623,DELUXE CHECK PRINTERS INC,19880608,2780,US,MN,3680 VICTORIA STREET NORTH ,3680 VICTORIA STREET NORTH,,SHOREVIEW,MN,55126,US,6514837111,3680 VICOTRIA STREET NORTH ,3680 VICOTRIA STREET NORTH,,SHOREVIEW,MN,55126,US
28088,390794607,H. C. DENISON CO.,20100317,DENISON H C CO,20001002,,US,WI,618 NORTH 7TH STREET ,618 NORTH 7TH STREET,,SHEBOYGAN,WI,53081,US,920 457-9451,P.O. BOX 28 ,P.O. BOX 28,,SHEBOYGAN,WI,53082-0028,US
28146,131574215,HYDRON TECHNOLOGIES INC,20080603,DENTO MED INDUSTRIES INC,19920703,2844,US,NY,4400 34TH STREET NORTH SUITE F,4400 34TH STREET NORTH,SUITE F,ST. PETERSBURG,FL,33714,US,727-342-5050,4400 34TH STREET NORTH SUITE F,4400 34TH STREET NORTH,SUITE F,ST. PETERSBURG,FL,33714,US
28238,526119833,DERAND REAL ESTATE INVESTMENT TRUST,20130625,,,6798,US,MA,134 WEST 32ND ST STE 602,134 WEST 32ND ST,STE 602,NEW YORK,NY,10001,US,2126310252,134 WEST 32ND ST STE 602,134 WEST 32ND ST,STE 602,NEW YORK,NY,10001,US
28262,351098370,DE ROSE INDUSTRIES INC,20130625,,,2451,US,IN,1080 S MAIN ST DRAWER K,1080 S MAIN ST,DRAWER K,CHAMBERSBURG,PA,17201,US,7172638501, ,,,,,,
28385,380478650,DTE ELECTRIC CO,20130102,DETROIT EDISON CO,19920703,4911,US,MI,ONE ENERGY PLAZA ,ONE ENERGY PLAZA,,DETROIT,MI,48226,US,313-235-6341,ONE ENERGY PLAZA ,ONE ENERGY PLAZA,,DETROIT,MI,48226,US
28412,6021,COMERICA INC /NEW/,20111202,DETROITBANK CORP,19850311,6021,US,DE,1717 MAIN STREET MC6404 ATTN: DARLENE PERSONS,1717 MAIN STREET MC6404,ATTN: DARLENE PERSONS,DALLAS,TX,75201,US,214-462-6831,1717 MAIN STREET MC6404 ATTN: DARLENE PERSONS,1717 MAIN STREET MC6404,ATTN: DARLENE PERSONS,DALLAS,TX,75201,US
28452,590671992,DEVCON INTERNATIONAL CORP,20080711,,,7381,US,FL,595 SOUTH FEDERAL HIGHWAY SUITE 500,595 SOUTH FEDERAL HIGHWAY,SUITE 500,BOCA RATON,FL,33432,US,5612087207,595 SOUTH FEDERAL HIGHWAY SUITE 500,595 SOUTH FEDERAL HIGHWAY,SUITE 500,BOCA RATON,FL,33432,US
28471,135639495,DEVELOPMENT CORPORATION FOR ISRAEL,20140317,DEVELOPMENT CORP FOR ISRAEL                             /BD,20020327,,US,NY,575 LEXINGTON AVENUE SUITE # 600,575 LEXINGTON AVENUE,SUITE # 600,NEW YORK,NY,10022,US,(212) 446-58,575 LEXINGTON AVENUE SUITE # 600,575 LEXINGTON AVENUE,SUITE # 600,NEW YORK,NY,10022,US
28540,0,FIDELITY OXFORD STREET TRUST,20130425,DAILY MONEY FUND/MA/,19920703,,US,DE,245 SUMMER STREET ,245 SUMMER STREET,,BOSTON,MA,2210,US,617-563-7000,245 SUMMER STREET ,245 SUMMER STREET,,BOSTON,MA,2210,US
28561,131803974,DEWEY ELECTRONICS CORP,20081106,DEWEY G C CORP,19690428,3480,US,NY,27 MULLER RD ,27 MULLER RD,,OAKLAND,NJ,7436,US,2013374700, 27 MULLER ROAD,,27 MULLER ROAD,OAKLAND,NJ,7436,US
"28601,20488491,""ING INVESTMENT ADVISORS, LLC"",20120313,CITISTREET ADVISORS LLC,20020328,,US,NJ,""ONE ORANGE WAY, C2N MIDDLESEX"",""ONE ORANGE WAY, C2N"",MIDDLESEX,WINDSOR,CT,6095,US,860-580-2819,""ONE ORANGE WAY, C2N "",""ONE ORANGE WAY, C2N"",,WINDSOR,CT,6095,US"
28630,132632319,DRS TECHNOLOGIES INC,20080630,DIAGNOSTIC RETRIEVAL SYSTEMS INC,19920703,3812,US,DE,3RD FLOOR 5 SYLVAN WAY,3RD FLOOR,5 SYLVAN WAY,PARSIPPANY,NJ,7054,US,9738981500,3RD FLOOR 5 SYLVAN WAY,3RD FLOOR,5 SYLVAN WAY,PARSIPPANY,NJ,7054,US
28654,60916572,DIAMANT INVESTMENT CORPORATION,20090917,DIAMANT INVESTMENT CORP                                 /BD,20000101,,US,CT,170 MASON STREET ,170 MASON STREET,,GREENWICH,CT,06830-6642,US,203-661-6410,170 MASON STREET ,170 MASON STREET,,GREENWICH,CT,06830-6642,US
28742,135671991,DIAPULSE CORP OF AMERICA,20080813,,,3845,US,DE,321 E SHORE RD ,321 E SHORE RD,,GREAT NECK,NY,11023,US,5164663030,321 E SHORE RD 98 CUTTER MILL RD. STE 396N,321 E SHORE RD,98 CUTTER MILL RD. STE 396N,GREAT NECK,NY,11023,US
"28804,221935939,""RUSHMORE CAPITAL, INC."",20090415,HMS SECURITIES INC.,20020129,,US,NY,160 SUMMIT AVENUE ,160 SUMMIT AVENUE,,MONTVALE,NJ,7645,US,201-476-0900,160 SUMMIT AVENUE ,160 SUMMIT AVENUE,,MONTVALE,NJ,7645,US"
28823,340183970,DIEBOLD INC,20091023,,,3578,US,OH,P.O. BOX 3077 5995 MAYFAIR RD,P.O. BOX 3077,5995 MAYFAIR RD,NORTH CANTON,OH,44720-8077,US,3304904000,PO BOX 3077 ,PO BOX 3077,,NORTH CANTON,OH,44720-8077,US
28866,760343152,CGG HOLDING (U.S.) INC.,20140903,CGGVERITAS SERVICES HOLDING (U.S.) INC.,20090729,1382,US,DE,10300 TOWN PARK DR ,10300 TOWN PARK DR,,HOUSTON,TX,77072,US,832 351 8821,10300 TOWN PARK DR ,10300 TOWN PARK DR,,HOUSTON,TX,77072,US
28895,591141879,DIGITAL PRODUCTS CORP,20130703,,,7380,US,FL,3001 SW 10TH STREET ,3001 SW 10TH STREET,,POMPANO BEACH,FL,33069,US,8006707790,3001 SW 10TH STREET ,3001 SW 10TH STREET,,POMANO BEACH,FL,33069,US
28917,710388071,DILLARDS INC,20080605,DILLARD DEPARTMENT STORES INC,19920703,5311,US,DE,1600 CANTRELL RD ,1600 CANTRELL RD,,LITTLE ROCK,AR,72201,US,5013765200, ,,,,,,
29002,952039518,DIODES INC /DEL/,20110510,,,3674,US,DE,4949 HEDGCOXE ROAD SUITE 200,4949 HEDGCOXE ROAD,SUITE 200,PLANO,TX,75024,US,972-987-3900,4949 HEDGCOXE ROAD SUITE 200,4949 HEDGCOXE ROAD,SUITE 200,PLANO,TX,75024,US
29006,112166744,DIONICS INC,20120802,,,700,US,DE,65 RUSHMORE ST ,65 RUSHMORE ST,,WESTBURY,NY,11590,US,5169977474, ,,,,,,
29071,830207909,DISCOVERY OIL LTD,20080814,,,1311,US,DE,6127 RAMIEREZ CANYON ROAD ,6127 RAMIEREZ CANYON ROAD,,MALIBU,CA,90265,US,3104571967, ,,,,,,
29167,592183762,DIVERSIFIED CAPITAL CORPORATION,20131018,DIVERSIFIED CAPITAL CORP                                /BD,20020201,,US,CO,4014 CHASE AVENUE SUITE #211A,4014 CHASE AVENUE,SUITE #211A,MIAMI BEACH,FL,33140,US,305-534-1055,4014 CHASE AVENUE SUITE #211A,4014 CHASE AVENUE,SUITE #211A,MIAMI BEACH,FL,33140,US
29258,810268110,DIVERSIFIED REALTY INC,20130703,PRUDENTIAL DIVERSIFIED SERVICES,19671023,6512,US,MT,128 SECOND STREET SOUTH ,128 SECOND STREET SOUTH,,GREAT FALLS,MT,59403,US,4067272600,P O BOX 2249 ,P O BOX 2249,,GREAT FALLS,MT,59403,US
"29269,952409158,""DIVERSIFIED SECURITIES, INCORPORATED"",20090311,DIVERSIFIED SECURITIES INC                              /BD,20020507,,US,CA,6700 E. PACIFIC COAST HWY-150 ,6700 E. PACIFIC COAST HWY-150,,LONG BEACH,CA,90803,US,562-493-8881,P. O. BOX 357 ,P. O. BOX 357,,LONG BEACH,CA,90801,US"
29292,136020888,ALLIANCEBERNSTEIN GROWTH & INCOME FUND INC,20081230,ALLIANCE GROWTH & INCOME FUND INC,19920703,,US,MA,ALLIANCEBERNSTEIN LP 1345 AVENUE OF THE AMERICAS,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,US,2129691000,ALLIANCEBERNSTEIN LP 1345 AVENUE OF THE AMERICAS,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,US
29322,640440887,TRADEQUEST INTERNATIONAL INC,20080807,ETHIKA CORP,19960828,4899,US,NV,801 BRICKELL BAY DRIVE SUITE 1965,801 BRICKELL BAY DRIVE,SUITE 1965,MIAMI,FL,33131,US,(305) 377-21,801 BRICKELL BAY DRIVE SUITE 1965,801 BRICKELL BAY DRIVE,SUITE 1965,MIAMI,FL,33131,US
29332,620183370,DIXIE GROUP INC,20091027,DIXIE YARNS INC,19920703,2273,US,TN,2208 S. HAMILTON STREET ,2208 S. HAMILTON STREET,,DALTON,GA,307214974,US,7068765814,2208 S. HAMILTON STREET ,2208 S. HAMILTON STREET,,DALTON,GA,307214974,US
29415,752495144,DR PEPPER CO,20081126,,,2080,US,DE,5301 LEGACY DRIVE ,5301 LEGACY DRIVE,,PLANO,TX,75024,US,972-673-7000,5301 LEGACY DRIVE ,5301 LEGACY DRIVE,,PLANO,TX,75024,US
29440,946067274,DODGE & COX FUNDS,20081223,DODGE & COX BALANCED FUND/CA,19920703,,US,DE,555 CALIFORNIA ST 40 TH FLOOR,555 CALIFORNIA ST,40 TH FLOOR,SAN FRANCISCO,CA,94104,US,4159811710,555 CALIFORNIA ST 40 TH FLOOR,555 CALIFORNIA ST,40 TH FLOOR,SAN FRANCISCO,CA,94104,US
"29476,136126016,""DOFT & CO., INC."",20091001,DOFT & CO INC                                           /BD,20000101,,US,NY,55 EAST 59TH STREET 12TH FLOOR,55 EAST 59TH STREET,12TH FLOOR,NEW YORK,NY,10022,US,212-421-5550,55 EAST 59TH STREET 12TH FLOOR,55 EAST 59TH STREET,12TH FLOOR,NEW YORK,NY,10022,US"
"29504,820219465,OMEGA COMMERCIAL FINANCE CORP,20080702,""OMEGA CAPITAL FUNDING, LLC"",20070807,6153,US,WY,200 S. BISCAYNE BLVD SUITE 4450 ,200 S. BISCAYNE BLVD SUITE 4450,,MIAMI,FL,33131,US,305-677-0306,200 S. BISCAYNE BLVD SUITE 4450 ,200 S. BISCAYNE BLVD SUITE 4450,,MIAMI,FL,33131,US"
29534,610502302,DOLLAR GENERAL CORP,20080602,TURNER CAL,19710401,5331,US,TN,100 MISSION RIDGE ,100 MISSION RIDGE,,GOODLETTSVILLE,TN,37072,US,6158554000,100 MISSION RIDGE ,100 MISSION RIDGE,,GOODLETTSVILLE,TN,37072,US
