IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Name Cleaned,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Zip Code 5,Financial Institution Filing Type,Last Date/Time Submission Updated On
613307,27334,718027,18027,221172186,PEOPLE'S UNITED BANK,PEOPLE'S UNITED BANK,850 MAIN STREET ,BRIDGEPORT,CT,6604,6604,31,2014-10-30T13:24:21
613334,3671,13448,0,71106043,FIRST NATIONAL BANK IN GEORGETOWN,FIRST NATIONAL BANK IN GEORGETOWN,111 SOUTH MAIN STREET ,GEORGETOWN,IL,61846,61846,41,2014-10-29T11:56:57
613343,3775,14347,0,81904662,"CNB BANK & TRUST, NA","CNB BANK AND TRUST, NA",450 WEST SIDE SQUARE ,CARLINVILLE,IL,62626,62626,41,2014-10-27T11:29:21
613400,90213,0,14281,211871772,PEOPLESBANK,PEOPLESBANK,314 HIGH ST ,HOLYOKE,MA,1040,1040,41,2014-10-29T14:33:32
613558,8255,15302,0,81517761,"MONTGOMERY BANK, N.A.","MONTGOMERY BANK, NATIONAL ASSOCIATION",ONE MONTGOMERY BANK PLAZA ,SIKESTON,MO,63801,63801,41,2014-10-30T14:59:09
613679,29056,0,0,286371676,FIRST FEDERAL SAVINGS BANK,FIRST FEDERAL SAVINGS BANK,5001 DAVIS LANT DRIVE ,EVANSVILLE,IN,47715,47715,41,2014-10-28T11:18:27
613772,27894,700495,495,243073904,PROGRESSIVE-HOME FEDERAL SAVINGS AND LOAN ASSOCIATION,PROGRESSIVE-HOME FEDERAL SAVINGS AND LOAN ASSOCIATION,820 WARRINGTON AVE ,PITTSBURGH,PA,15210,15210,41,2014-10-27T11:57:23
613839,160,0,12322,61101786,EXCHANGE BANK,EXCHANGE BANK,250 W HANCOCK ST ,MILLEDGEVILLE,GA,31061,31061,41,2014-10-30T13:01:57
613950,3285,5750,0,111906271,FIRST NATIONAL BANK TEXAS DBA FIRST CONVENIENCE BANK,FIRST NATIONAL BANK TEXAS DBA FIRST CONVENIENCE BANK,507 N GRAY ,KILLEEN,TX,76541,76541,41,2014-10-31T10:32:35
613978,31083,706351,6351,255072252,JARRETTSVILLE FEDERAL SAVINGS AND LOAN ASSOCIATION,JARRETTSVILLE FEDERAL SAVINGS AND LOAN ASSOCIATION,3706 NORRISVILLE ROAD ,JARRETTSVILLE,MD,21084,21084,41,2014-11-12T12:14:45
614256,4794,6101,0,101104436,FIRST NATIONAL BANK OF KANSAS,FIRST NATIONAL BANK OF KANSAS,600 NORTH FOURTH STREET ,BURLINGTON,KS,66839,66839,41,2014-10-28T14:31:59
614313,13339,0,0,41203594,"STATE BANK AND TRUST COMPANY, THE",STATE BANK AND TRUST COMPANY,401 CLINTON ,DEFIANCE,OH,43512,43512,41,2014-10-30T17:08:19
614340,14538,0,9764,72404867,CSB BANK,CSB BANK,206 NORTH MAIN STREET ,CAPAC,MI,48014,48014,41,2014-10-30T16:44:31
614368,5575,2477,0,111901988,FIRST NATIONAL BANK OF WEATHERFORD,FIRST NATIONAL BANK OF WEATHERFORD,220 PALO PINTO ,WEATHERFORD,TX,76086,76086,41,2014-10-29T14:15:04
614751,11823,0,0,92902132,MANHATTAN BANK,MANHATTAN BANK,124 S. BROADWAY ,MANHATTAN,MT,59741,59741,41,2014-10-27T17:56:49
614948,14761,14268,0,81906505,"FIRST NATIONAL BANK IN CARLYLE, THE",FIRST NATIONAL BANK IN CARLYLE,891 FAIRFAX STREET ,CARLYLE,IL,62231,62231,41,2014-10-28T17:47:43
615217,9457,0,0,42000550,"NORTH SIDE BANK AND TRUST COMPANY, THE",NORTH SIDE BANK AND TRUST COMPANY,4125 HAMILTON AVE ,CINCINNATI,OH,45223,45223,41,2014-10-17T11:24:14
615253,1982,0,0,92101360,"FIRST STATE BANK OF MALTA, THE",FIRST STATE BANK OF MALTA,1 S. 1ST EAST ,MALTA,MT,59538,59538,41,2014-10-27T14:08:13
615459,9387,0,0,101000158,MISSOURI BANK AND TRUST COMPANY,MISSOURI BANK AND TRUST COMPANY,1044 MAIN STREET ,KANSAS CITY,MO,64105,64105,41,2014-10-29T15:32:48
615776,29065,702849,2849,261170465,ELBERTON FEDERAL SAVINGS & LOAN ASSOCIATION,ELBERTON FEDERAL SAVINGS AND LOAN ASSOCIATION,6 EAST CHURCH STREET ,ELBERTON,GA,30635,30635,41,2014-10-28T11:22:03
615851,15164,0,0,101105927,"FARMERS STATE BANK, THE",FARMERS STATE BANK,307 MAIN STREET ,WESTMORELAND,KS,66549,66549,41,2014-10-21T12:11:56
615879,27910,700529,529,271070584,CENTRAL FEDERAL SAVINGS AND LOAN ASSOCIATION,CENTRAL FEDERAL SAVINGS AND LOAN ASSOCIATION,1601 WEST BELMONT ,CHICAGO,IL,606570000,60657,41,2014-10-17T15:56:50
615954,23806,0,0,92901560,BITTERROOT VALLEY BANK,BITTERROOT VALLEY BANK,11300 U.S. 93 SOUTH LOLO SHOPPING CENTER,LOLO,MT,59847,59847,41,2014-10-14T12:51:44
616036,23144,0,0,65402889,SOUTH LOUISIANA BANK,SOUTH LOUISIANA BANK,1362 W TUNNEL BLVD ,HOUMA,LA,70360,70360,41,2014-10-30T16:14:07
616148,13853,13991,0,73901877,FIRST NATIONAL BANK IN FAIRFIELD,FIRST NATIONAL BANK IN FAIRFIELD,100 EAST BURLINGTON ,FAIRFIELD,IA,52556,52556,41,2014-10-17T08:53:30
616410,16940,0,0,44103086,"DELAWARE COUNTY BANK AND TRUST COMPANY, THE",DELAWARE COUNTY BANK AND TRUST COMPANY,110 RIVERBEND AVENUE ,LEWIS CENTER,OH,43035,43035,41,2014-10-29T16:18:12
616540,14208,0,14208,73918077,SECURITY SAVINGS BANK,SECURITY SAVINGS BANK,1015 MARKET ,GOWRIE,IA,50543,50543,41,2014-10-10T12:13:45
616849,12859,0,0,73908634,VICTOR STATE BANK,VICTOR STATE BANK,201 WASHINGTON STREET ,VICTOR,IA,52347,52347,41,2014-10-22T10:51:24
617024,16799,0,13142,53109877,NEWBRIDGE BANK,NEWBRIDGE BANK,2132 NEW GARDEN ROAD ,GREENSBORO,NC,27410,27410,41,2014-10-30T09:33:04
617051,12309,23834,0,111320006,"CITIZENS BANK, NATIONAL ASSOCIATION","CITIZENS BANK, NATIONAL ASSOCIATION",4201 S TREADWAY BLVD ,ABILENE,TX,79602,79602,41,2014-10-25T11:59:21
617079,31090,706361,6361,242170549,BLUE GRASS FEDERAL SAVINGS AND LOAN ASSOCIATION,BLUE GRASS FEDERAL SAVINGS AND LOAN ASSOCIATION,600 HIGH STREET ,PARIS,KY,40361,40361,41,2014-10-30T12:17:05
617145,9306,0,0,83907722,"CITIZENS BANK, THE",CITIZENS BANK,1522 UNION CITY HIGHWAY ,HICKMAN,KY,42050,42050,41,2014-10-27T16:24:47
617275,21448,0,0,124302118,HOLLADAY BANK AND TRUST,HOLLADAY BANK AND TRUST,2020 MURRAY HOLLADAY STREET ,SALT LAKE CITY,UT,84117,84117,41,2014-10-30T17:08:39
617341,16432,0,0,73922089,WALKER STATE BANK,WALKER STATE BANK,116 GREENE STREET ,WALKER,IA,52352,52352,41,2014-10-10T16:04:01
617538,8492,0,16050,71113188,GLASFORD STATE BANK,GLASFORD STATE BANK,305 EAST MAIN STREET ,GLASFORD,IL,61533,61533,41,2014-10-28T14:47:47
617743,954,15799,0,73907509,FIRST NATIONAL BANK,FIRST NATIONAL BANK,311 5TH STREET ,FONTANELLE,IA,50846,50846,41,2014-10-30T09:26:10
618544,15064,0,11978,72405280,EXCHANGE STATE BANK,EXCHANGE STATE BANK,3992 CHANDLER STREET ,CARSONVILLE,MI,48419,48419,41,2014-10-28T09:40:55
618647,4457,0,0,73910237,FIRST HERITAGE BANK,FIRST HERITAGE BANK,801 SOUTH FREMONT ,SHENANDOAH,IA,51601,51601,41,2014-10-10T16:15:15
618740,13838,0,0,83900525,"OHIO VALLEY FINANCIAL GROUP, INC.","OHIO VALLEY FINANCIAL GROUP, INC.",140 NORTH MAIN STREET ,HENDERSON,KY,42420,42420,41,2014-10-27T15:04:53
618777,28652,702049,2049,303172664,FAIRVIEW SAVINGS AND LOAN ASSOCIATION,FAIRVIEW SAVINGS AND LOAN ASSOCIATION,301 NORTH MAIN ,FAIRVIEW,OK,73737,73737,41,2014-10-23T18:13:11
618807,23296,0,8342,211370558,SALEM FIVE CENTS SAVINGS BANK,SALEM FIVE CENTS SAVINGS BANK,210 ESSEX STREET ,SALEM,MA,1970,1970,41,2014-10-28T12:14:17
619279,28655,702054,2054,221271485,"LLEWELLYN-EDISON SAVINGS BANK, FSB","LLEWELLYN-EDISON SAVINGS BANK, FEDERAL SAVINGS BANK",474 PROSPECT AVENUE ,WEST ORANGE,NJ,7052,7052,41,2014-10-30T14:09:49
619327,2429,0,16372,51405670,"FARMERS BANK, WINDSOR VA","FARMERS BANK, WINDSOR VA",50 EAST WINDSOR BOULEVARD ,WINDSOR,VA,23487,23487,41,2014-10-24T11:04:27
619457,15744,0,0,92905210,"GRANITE MOUNTAIN BANK, INC.","GRANITE MOUNTAIN BANK, INC.",139 EAST BROADWAY ,PHILIPSBURG,MT,59858,59858,41,2014-10-30T13:25:15
619701,90215,0,10957,211370529,AVIDIA BANK,AVIDIA BANK,42 MAIN STREET ,HUDSON,MA,1749,1749,41,2014-11-14T16:37:11
619859,1639,17694,0,81510593,FIRST COMMUNITY NATIONAL BANK,FIRST COMMUNITY NATIONAL BANK,407 NORTH FRANKLIN ,CUBA,MO,65453,65453,41,2014-10-29T17:38:44
619877,32188,707975,7975,314074269,USAA FEDERAL SAVINGS BANK,USAA FEDERAL SAVINGS BANK,10750 MCDERMOTT FWY ,SAN ANTONIO,TX,78288,78288,41,2014-11-11T14:28:19
620015,2698,9320,0,42102571,"FIRST NATIONAL BANK OF JACKSON, THE",FIRST NATIONAL BANK OF JACKSON,1126 MAIN STREET ,JACKSON,KY,41339,41339,41,2014-10-28T14:47:35
620752,21478,24670,0,92901395,"FIRST CITIZENS BANK OF POLSON, NATIONAL ASSOCIATION","FIRST CITIZENS BANK OF POLSON, NATIONAL ASSOCIATION",213 1ST. ST. W. ,POLSON,MT,59860,59860,41,2014-10-30T18:54:09
621151,10407,0,0,107003418,"FARMERS STATE BANK OF BRUSH, THE",FARMERS STATE BANK OF BRUSH,200 CLAYTON STREET ,BRUSH,CO,80723,80723,41,2014-10-23T20:11:09
621245,1862,0,0,73916422,WAYLAND STATE BANK,WAYLAND STATE BANK,301 SOUTH MAIN STREET ,MOUNT PLEASANT,IA,52641,52641,41,2014-10-17T14:36:22
621357,15463,0,0,111907089,STATE BANK OF DE KALB,STATE BANK OF DE KALB,102 S. RUNNELLS ,DE KALB,TX,755591849,75559,41,2014-11-03T09:44:46
621375,30792,0,5926,272471661,NORTHWESTERN BANK,NORTHWESTERN BANK,625 SOUTH GARFIELD AVENUE ,TRAVERSE CITY,MI,49686,49686,41,2014-10-30T10:25:26
621441,10844,14479,0,81905292,BUENA VISTA NATIONAL BANK,BUENA VISTA NATIONAL BANK,1309 SWANWICK STREET ,CHESTER,IL,62233,62233,41,2014-10-22T19:10:02
622037,4290,7768,17667,65200984,"FIRST NATIONAL BANK OF JEANERETTE, THE",FIRST NATIONAL BANK OF JEANERETTE,1331 EAST MAIN STREET ,JEANERETTE,LA,70544,70544,41,2014-10-22T15:32:38
622653,13625,0,0,102201710,FARMERS & STOCKMENS BANK,FARMERS AND STOCKMENS BANK,22 MAPLE STREET ,CLAYTON,NM,88415,88415,41,2014-10-29T11:34:35
622756,26916,0,0,102105997,COLLEGIATE PEAKS BANK,COLLEGIATE PEAKS BANK,105 CENTENNIAL PLAZA ,BUENA VISTA,CO,81211,81211,41,2014-10-21T17:15:30
622774,9204,0,0,124300327,CENTRAL BANK,CENTRAL BANK,75 NORTH UNIVERSITY AVENUE ,PROVO,UT,84601,84601,41,2014-10-28T12:22:53
623052,3292,13111,0,111308730,"LAMESA NATIONAL BANK, THE",LAMESA NATIONAL BANK,602 S. 1ST STREET ,LAMESA,TX,793316248,79331,41,2014-10-23T18:00:39
623445,5766,0,0,74903308,MAINSOURCE BANK,MAINSOURCE BANK,201 NORTH BROADWAY STREET ,GREENSBURG,IN,47240,47240,41,2014-10-28T14:51:49
623454,1184,0,13594,114901370,"BANK AND TRUST, SSB, THE","BANK AND TRUST, SSB",1200 VETERANS BOULEVARD ,DEL RIO,TX,788403972,78840,41,2014-10-29T18:01:28
623548,10845,0,0,81212273,"CLAY CITY BANKING CO., THE",CLAY CITY BANKING CO.,331 SOUTH MAIN STREET ,CLAY CITY,IL,62824,62824,41,2014-10-22T12:36:58
623771,32212,708007,8007,267090455,GIBRALTAR PRIVATE BANK & TRUST COMPANY,GIBRALTAR PRIVATE BANK AND TRUST COMPANY,220 ALHAMBRA CIRCLE FIFTH FLOOR,CORAL GABLES,FL,33134,33134,41,2014-11-13T10:58:53
623874,29090,702893,2893,244171575,FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF NEWARK,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF NEWARK,2 NORTH SECOND ST ,NEWARK,OH,43055,43055,41,2014-10-29T12:12:18
624152,15787,0,0,91407667,FIRST STATE BANK,FIRST STATE BANK,709 MAIN STREET ,WILMOT,SD,57279,57279,41,2014-10-23T17:09:00
624246,955,0,0,73901314,FORT MADISON BANK & TRUST CO.,FORT MADISON BANK AND TRUST CO.,7TH STREET & AVENUE G ,FORT MADISON,IA,52627,52627,41,2014-10-24T11:50:59
624563,5593,11379,0,114914710,"FIRST NATIONAL BANK OF WOODSBORO, THE",FIRST NATIONAL BANK OF WOODSBORO,320 1ST STREET ,WOODSBORO,TX,78393,78393,41,2014-10-28T15:41:37
624648,18284,0,0,73919005,FARMERS SAVINGS BANK,FARMERS SAVINGS BANK,10 HIGHWAY AVENUE NW ,FOSTORIA,IA,51340,51340,41,2014-10-08T16:07:59
624778,28706,702190,2190,243374234,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF GREENE COUNTY,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF GREENE COUNTY,25 EAST HIGH ST ,WAYNESBURG,PA,15370,15370,41,2014-10-24T09:07:15
624956,24966,0,0,92901599,VALLEY BANK OF RONAN,VALLEY BANK OF RONAN,63659 HIGHWAY 93 SOUTH ,RONAN,MT,59864,59864,41,2014-10-21T12:26:50
625056,20479,0,0,92901256,FIRST SECURITY BANK OF ROUNDUP,FIRST SECURITY BANK OF ROUNDUP,401 MAIN ,ROUNDUP,MT,59072,59072,41,2014-10-27T17:05:03
625065,12303,0,0,113119105,CITIZENS STATE BANK,CITIZENS STATE BANK,102 WEST BLUFF STREET ,WOODVILLE,TX,759795245,75979,41,2014-10-22T10:44:18
625140,5819,22123,0,73901301,"LEE COUNTY BANK AND TRUST, NATIONAL ASSOCIATION","LEE COUNTY BANK AND TRUST, NATIONAL ASSOCIATION",801 AVENUE F ,FORT MADISON,IA,52627,52627,41,2014-10-28T12:17:25
625159,23772,0,0,114909903,COMMERCE BANK,COMMERCE BANK,5800 SAN DARIO ,LAREDO,TX,78041,78041,41,2014-10-30T10:10:24
625449,14573,0,0,73904531,WEST LIBERTY STATE BANK,WEST LIBERTY STATE BANK,101 EAST 4TH STREET ,WEST LIBERTY,IA,52776,52776,41,2014-10-27T13:41:49
625654,8888,0,0,101001306,COUNTRY CLUB BANK,COUNTRY CLUB BANK,ONE WARD PARKWAY ,KANSAS CITY,MO,64112,64112,41,2014-10-30T13:55:31
625757,15242,0,0,91510253,NORTHERN STATE BANK,NORTHERN STATE BANK,321 W. 2ND ST. ,ASHLAND,WI,54806,54806,41,2014-10-17T11:45:56
625850,1086,0,0,101203971,BANK OF VERSAILLES,BANK OF VERSAILLES,113 EAST NEWTON ,VERSAILLES,MO,65084,65084,41,2014-10-17T13:48:52
625953,9323,0,0,111100844,BANK OF WINNFIELD & TRUST COMPANY,BANK OF WINNFIELD AND TRUST COMPANY,200 W. MAIN ,WINNFIELD,LA,714832718,71483,41,2014-10-20T12:05:15
626101,15912,0,12443,221172238,SAVINGS BANK OF DANBURY,SAVINGS BANK OF DANBURY,220 MAIN STREET ,DANBURY,CT,6810,6810,41,2014-10-29T14:10:52
626370,32649,708569,8569,62292788,AMERICAN BANK OF HUNTSVILLE,AMERICAN BANK OF HUNTSVILLE,3301 MEMORIAL PARKWAY SOUTHWEST ,HUNTSVILLE,AL,35801,35801,41,2014-10-30T15:10:37
626941,15868,0,0,72412037,COMMUNITY STATE BANK,COMMUNITY STATE BANK,207 SOUTH SAGINAW STREET ,SAINT CHARLES,MI,48655,48655,41,2014-10-23T12:41:04
627108,90203,0,0,211370862,CAPE ANN SAVINGS BANK,CAPE ANN SAVINGS BANK,109 MAIN STREET ,GLOUCESTER,MA,1930,1930,41,2014-10-20T12:09:23
627377,28723,0,2229,271171674,FIRST SAVINGS BANK,FIRST SAVINGS BANK,6 WEST WILLIAMS STREET ,DANVILLE,IL,61832,61832,41,2014-10-28T10:11:05
627407,23524,0,14520,211371735,SOUTHBRIDGE SAVINGS BANK,SOUTHBRIDGE SAVINGS BANK,253 MAIN ST ,SOUTHBRIDGE,MA,1550,1550,41,2014-10-22T16:24:24
627425,14361,0,0,51502528,"FIRST STATE BANK, THE",FIRST STATE BANK,660 CENTRAL AVENUE ,BARBOURSVILLE,WV,25504,25504,41,2014-10-29T17:01:18
627658,20473,0,0,111901645,AMERICAN BANK OF TEXAS,AMERICAN BANK OF TEXAS,2011 TEXOMA PARKWAY ,SHERMAN,TX,75090,75090,41,2014-10-30T15:49:03
627854,5337,13202,0,91803957,"FIRST NATIONAL BANK OF BANGOR, THE",FIRST NATIONAL BANK OF BANGOR,1800 COMMERCIAL STREET ,BANGOR,WI,54614,54614,41,2014-10-20T12:40:21
628039,149,0,0,61203752,BANK OF HAZLEHURST,BANK OF HAZLEHURST,22 SOUTH TALLAHASSEE STREET ,HAZLEHURST,GA,31539,31539,41,2014-10-16T15:58:36
628123,16820,0,11940,55003133,"BANK OF GLEN BURNIE, THE",BANK OF GLEN BURNIE,101 CRAIN HIGHWAY SOUTH ,GLEN BURNIE,MD,21061,21061,41,2014-10-27T14:57:15
628178,30846,0,6005,261170533,HERITAGE BANK,HERITAGE BANK,101 NORTH MAIN STREET ,JONESBORO,GA,30236,30236,41,2014-10-28T16:09:33
628356,6195,0,0,91803300,STERLING BANK,STERLING BANK,234 EAST LASALLE AVENUE ,BARRON,WI,54812,54812,41,2014-10-10T10:30:55
628552,10533,0,0,111101306,WINNSBORO STATE BANK & TRUST COMPANY,WINNSBORO STATE BANK AND TRUST COMPANY,3875 FRONT ST ,WINNSBORO,LA,71295,71295,41,2014-10-13T10:32:14
629148,105,0,0,82903109,BANK OF CAVE CITY,BANK OF CAVE CITY,137 SOUTH MAIN STREET ,CAVE CITY,AR,72521,72521,41,2014-11-14T15:51:19
629353,3301,12850,0,113116056,"FIRST LIBERTY NATIONAL BANK, THE",FIRST LIBERTY NATIONAL BANK,1900 SAM HOUSTON AVENUE ,LIBERTY,TX,77575,77575,41,2014-10-27T12:42:31
629522,15664,0,0,51504377,"FREEDOM BANK, INC.","FREEDOM BANK, INC.",315 CRIM AVENUE ,BELINGTON,WV,26250,26250,41,2014-10-29T11:49:49
629746,1843,0,0,74906211,"FARMERS AND MERCHANTS BANK, THE",FARMERS AND MERCHANTS BANK,302 SOUTH OLD US HWY 41 ,BOSWELL,IN,47921,47921,41,2014-10-23T14:46:48
630041,12098,0,0,81212613,"FIRST STATE BANK OF DONGOLA, THE",FIRST STATE BANK OF DONGOLA,108 SOUTHEAST FRONT STREET ,DONGOLA,IL,62926,62926,41,2014-10-27T11:20:45
630340,1427,0,0,81517729,UNITED SECURITY BANK,UNITED SECURITY BANK,2050 NORTH BLUFF STREET ,FULTON,MO,65251,65251,41,2014-10-08T14:43:51
630555,20311,0,0,92901227,AMERICAN BANK,AMERICAN BANK,1632 WEST MAIN STREET ,BOZEMAN,MT,59715,59715,41,2014-10-30T17:27:33
630658,3305,6169,0,113105452,"FIRST NATIONAL BANK OF LIVINGSTON, THE",FIRST NATIONAL BANK OF LIVINGSTON,2121 HWY 190 WEST ,LIVINGSTON,TX,77351,77351,41,2014-11-13T14:36:01
631039,10055,0,11949,61206814,FIRST SOUTHERN BANK,FIRST SOUTHERN BANK,6365 HIGHWAY 84 ,PATTERSON,GA,31557,31557,41,2014-10-17T13:15:26
631150,13599,13934,0,114903213,FIRST-LOCKHART NATIONAL BANK,FIRST-LOCKHART NATIONAL BANK,111 SOUTH MAIN STREET ,LOCKHART,TX,78644,78644,41,2014-10-30T16:51:25
631178,31146,0,6454,264171500,SECURITY FEDERAL SAVINGS BANK OF MCMINNVILLE,SECURITY FEDERAL SAVINGS BANK OF MCMINNVILLE,306 WEST MAIN STREET ,MC MINNVILLE,TN,37110,37110,41,2014-10-16T15:37:20
631422,2102,10536,16177,53202318,"CONWAY NATIONAL BANK, THE",CONWAY NATIONAL BANK,1400 THIRD AVENUE ,CONWAY,SC,29526,29526,41,2014-10-28T17:08:17
631570,30879,706051,6051,322270518,"PROVIDENT SAVINGS BANK, F.S.B.","PROVIDENT SAVINGS BANK, F.S.B.",3756 CENTRAL AVENUE ,RIVERSIDE,CA,92506,92506,41,2014-10-29T14:30:58
632410,14646,14240,0,31205340,NEWFIELD NATIONAL BANK,NEWFIELD NATIONAL BANK,18-24 WEST BOULEVARD ,NEWFIELD,NJ,8344,8344,41,2014-10-27T12:41:29
632607,90206,0,12703,211870799,GREENFIELD SAVINGS BANK,GREENFIELD SAVINGS BANK,400 MAIN STREET ,GREENFIELD,MA,1301,1301,41,2014-10-24T09:52:29
632858,21978,0,0,103001977,FRONTIER STATE BANK,FRONTIER STATE BANK,5100 SOUTH I 35 SERVICE ROAD ,OKLAHOMA CITY,OK,73129,73129,41,2014-10-22T15:58:54
633154,1520,0,0,92900613,FIRST SECURITY BANK,FIRST SECURITY BANK,208 EAST MAIN STREET ,BOZEMAN,MT,59715,59715,41,2014-10-30T17:47:43
633341,19106,0,0,83905203,"FIRST SECURITY BANK OF KENTUCKY, INC.","FIRST SECURITY BANK OF KENTUCKY, INC.",110 NORTH FIRST STREET ,CENTRAL CITY,KY,42330,42330,41,2014-10-28T15:13:53
633378,28765,702319,2319,221270651,KEARNY FEDERAL SAVINGS BANK,KEARNY FEDERAL SAVINGS BANK,120 PASSAIC AVENUE ,FAIRFIELD,NJ,7004,7004,41,2014-10-30T15:50:05
633501,18203,0,7955,211170318,UNITED BANK,UNITED BANK,25 PARK STREET BOX 660,ROCKVILLE,CT,6066,6066,41,2014-10-30T17:32:31
633640,13111,0,0,74906091,HENDRICKS COUNTY BANK AND TRUST COMPANY,HENDRICKS COUNTY BANK AND TRUST COMPANY,1 EAST MAIN ST ,BROWNSBURG,IN,46112,46112,41,2014-10-29T08:20:33
633677,29981,704476,4476,272471153,EDGEWATER BANK,EDGEWATER BANK,321 MAIN STREET ,SAINT JOSEPH,MI,490850146,49085,41,2014-10-30T14:36:43
634357,5343,12124,0,91505093,"FIRST NATIONAL BANK OF EAGLE RIVER, THE",FIRST NATIONAL BANK OF EAGLE RIVER,400 EAST WALL STREET ,EAGLE RIVER,WI,54521,54521,41,2014-10-27T11:43:29
634544,8560,0,0,101908988,BANK 21,BANK 21,ONE WEST WASHINGTON ,CARROLLTON,MO,64633,64633,41,2014-10-23T18:28:03
634656,9660,0,0,101104355,STATE BANK OF DELPHOS,STATE BANK OF DELPHOS,2ND & MAIN ,DELPHOS,KS,67436,67436,41,2014-10-22T11:46:14
634731,15441,0,11578,61202889,PELHAM BANKING COMPANY,PELHAM BANKING COMPANY,180 MATHEWSON AVENUE ,PELHAM,GA,31779,31779,41,2014-10-21T14:01:18
634955,4170,11001,0,103101107,"FIRST NATIONAL BANK AND TRUST COMPANY OF OKMULGEE, THE",FIRST NATIONAL BANK AND TRUST COMPANY OF OKMULGEE,610 EAST 8TH STREET ,OKMULGEE,OK,74447,74447,41,2014-11-03T10:38:58
634973,28776,0,2338,301271800,QUARRY CITY SAVINGS AND LOAN ASSOCIATION,QUARRY CITY SAVINGS AND LOAN ASSOCIATION,713 PCA ROAD ,WARRENSBURG,MO,64093,64093,41,2014-10-27T18:04:47
635457,22217,0,0,103102070,LAKESIDE STATE BANK,LAKESIDE STATE BANK,12602 S. HIGHWAY 169 ,OOLOGAH,OK,74053,74053,41,2014-10-29T15:20:12
635475,28781,702353,2353,271974224,"LIBERTY SAVINGS BANK, FSB","LIBERTY SAVINGS BANK, FEDERAL SAVINGS BANK",1900 INDIANAPOLIS BOULEVARD ,WHITING,IN,463940000,46394,41,2014-11-07T16:24:47
635840,10886,0,0,81204867,LEGENCE BANK,LEGENCE BANK,946 FOURTH STREET ,ELDORADO,IL,62930,62930,41,2014-10-30T15:37:01
635907,90208,0,16982,211370066,PENTUCKET BANK,PENTUCKET BANK,1 MERRIMACK ST ,HAVERHILL,MA,1830,1830,41,2014-10-29T10:08:49
636276,29988,704492,4492,301170956,"MUTUAL SAVINGS ASSOCIATION, FSA","MUTUAL SAVINGS ASSOCIATION, FSA",100 SOUTH FOURTH STREET ,LEAVENWORTH,KS,66048,66048,41,2014-10-30T12:09:55
636753,4654,9773,0,101106560,"FIRST NATIONAL BANK OF DIGHTON, THE",FIRST NATIONAL BANK OF DIGHTON,105 EAST LONG ,DIGHTON,KS,67839,67839,41,2014-10-08T14:00:27
636771,27811,0,321,72402652,INDEPENDENT BANK,INDEPENDENT BANK,230 WEST MAIN STREET ,IONIA,MI,48846,48846,41,2014-10-27T08:36:55
637170,29140,702983,2983,291271004,AMERICAN FEDERAL BANK,AMERICAN FEDERAL BANK,215 NORTH 5TH STREET ,FARGO,ND,58102,58102,41,2014-10-20T16:44:40
637451,17491,0,0,111322994,PLAINSCAPITAL BANK,PLAINSCAPITAL BANK,2323 VICTORY AVENUE ,DALLAS,TX,75219,75219,41,2014-10-30T17:09:29
637554,18592,0,0,103112853,FIRST BANK OF OWASSO,FIRST BANK OF OWASSO,8601 NORTH GARNETT ROAD ,OWASSO,OK,74055,74055,41,2014-10-30T15:07:57
637750,364,0,0,92901175,TETON BANKS,TETON BANKS,321 CENTRAL AVENUE ,FAIRFIELD,MT,59436,59436,41,2014-10-21T17:15:10
638131,17327,0,11810,64108236,BANK OF DICKSON,BANK OF DICKSON,466 HIGHWAY 46 ,DICKSON,TN,37055,37055,41,2014-10-24T09:24:17
638346,11724,0,0,71115018,UNITED COMMUNITY BANK,UNITED COMMUNITY BANK,106 SOUTH OAKWOOD STREET ,OAKWOOD,IL,61858,61858,41,2014-10-14T15:44:36
638355,26542,20415,0,111916698,"BANK OF DESOTO, NATIONAL ASSOCIATION","BANK OF DESOTO, NATIONAL ASSOCIATION",2011 N. HAMPTON ROAD ,DESOTO,TX,751152323,75115,41,2014-10-30T08:43:54
638850,10920,0,0,101101730,"FIDELITY STATE BANK AND TRUST COMPANY, THE",FIDELITY STATE BANK AND TRUST COMPANY,510 NORTH 2ND AVENUE ,DODGE CITY,KS,67801,67801,41,2014-10-29T17:07:06
639174,32334,708156,8156,252071227,MADISON SQUARE FEDERAL SAVINGS BANK,MADISON SQUARE FEDERAL SAVINGS BANK,9651 BELAIR ROAD ,BALTIMORE,MD,21236,21236,41,2014-10-29T12:12:10
639343,14749,0,0,82905990,RIVER TOWN BANK,RIVER TOWN BANK,102 NORTH FRONT STREET ,DARDANELLE,AR,72834,72834,41,2014-10-24T15:43:53
639549,19716,0,0,73910091,FIRST CENTRAL STATE BANK,FIRST CENTRAL STATE BANK,914 6TH AVENUE ,DE WITT,IA,52742,52742,41,2014-10-28T09:24:21
